id_direccion,Direccion,Referencia ,id_establecimiento,Parroquia;
"10830,JUAN PEREIRA S/N MANABI,,10830,""MANTA, CABECERA CANTONAL""";
"10831,MALECON Y ELOY ALFARO,,10831,""MANTA, CABECERA CANTONAL""";
"10832,MANABI Y ELOY ALFARO Y JUAN PEREIRA,,10832,""MANTA, CABECERA CANTONAL""";
10833,PLAZA ACOSTA Y LOPEZ CASTILLO,CONSULTORIO MEDICO DR. LEONARDO ZAMBRANO,10833,LOS ESTEROS;
"10834,GARCIA MORENO Y VELASCO IBARRA,,10834,""MANTA, CABECERA CANTONAL""";
"10835,AV RUPERTO DELGADO S/N ELOY ALFARO,,10835,""MANTA, CABECERA CANTONAL""";
"10836,RUPERTO DELGADO S/N ELOY ALFARO,,10836,""MANTA, CABECERA CANTONAL""";
"10837,AV. JUAN PEREIRA S/N MANABÍ,,10837,""MANTA, CABECERA CANTONAL""";
"10838,MANABÍ S/N ENTRE ELOY ALFARO Y JUÁN PEREIRA,,10838,""MANTA, CABECERA CANTONAL""";
"10839,AV. GARCIA MORENO Y PEDERNALES,,10839,""MANTA, CABECERA CANTONAL""";
"10840,LOS RIOS S/N MACHALA,,10840,""MANTA, CABECERA CANTONAL""";
"10841,CLLE SAN FRANCISCO S/N Y MANUEL MARIA OLIVES,,10841,""MANTA, CABECERA CANTONAL""";
"10842,AV. LOPEZ CASTILLO,,10842,""MANTA, CABECERA CANTONAL""";
"10843,OCEANO PACIFICO SN CALLE RUPERTO DELGADO,,10843,""MANTA, CABECERA CANTONAL""";
"10844,""BARRIO MIRAFLORES, CALLE ELOY ALFARO S/N"",,10844,""MANTA, CABECERA CANTONAL""";
"10845,CALLEJON D2 SN S/N,,10845,""MANTA, CABECERA CANTONAL""";
"10846,AV. COLON S/N RUPERTO DELGADO,,10846,""MANTA, CABECERA CANTONAL""";
"10847,GARCIA MORENO S/N MALECON,,10847,""MANTA, CABECERA CANTONAL""";
"10848,VÍA PEDERNALES COJIMIES  S/N  KM 34,,10848,""MANTA, CABECERA CANTONAL""";
"10849,""AUTOPISTA COJIMIES - PEDERNALES SN KM. 33 1/2 VIA A COJIMIES, EL LECHUGAL"",,10849,""MANTA, CABECERA CANTONAL""";
"10850,RUPERTO DELGADO 0 COLON,,10850,""MANTA, CABECERA CANTONAL""";
"10851,CALLE ELOY ALFARO Y MALECÓN,,10851,""MANTA, CABECERA CANTONAL""";
"10852,NAVIO PERICLES S/N MARTHA ZURITA,,10852,""MANTA, CABECERA CANTONAL""";
"10853,GARCIA MORENO Y EFRAIN ROBLES,,10853,""MANTA, CABECERA CANTONAL""";
"10854,RUPERTO DELGADO S/N COLON,,10854,""MANTA, CABECERA CANTONAL""";
"10855,CALLE 27 DE DICIEMBRE Y ELOY ALFARO,,10855,""MANTA, CABECERA CANTONAL""";
"10856,SIMON BOLIVAR 1 PASAJE 2,,10856,""MANTA, CABECERA CANTONAL""";
"10857,JUAN PEREIRA S/N Y VELASCO IBARRA,,10857,""MANTA, CABECERA CANTONAL""";
"10858,KM 33 VÍA PEDERNALES-COJIMIES S/N S/N,,10858,""MANTA, CABECERA CANTONAL""";
"10859,CARRETERA S/N CARRETERA KM30,,10859,""MANTA, CABECERA CANTONAL""";
"10860,JAIME ROLDOS S/N MANABI,,10860,""MANTA, CABECERA CANTONAL""";
"10861,VIA COJIMIES S/N S/N,,10861,""MANTA, CABECERA CANTONAL""";
"10862,MALECÓN Y PLAZA ACOSTA,,10862,""MANTA, CABECERA CANTONAL""";
"10863,Rodriguez Lara sin numero Malecon, A UNA CUADRA DEL UPC ,10863,""MANTA, CABECERA CANTONAL""";
"10864,ELOY ALFARO ,,10864,""MANTA, CABECERA CANTONAL""";
"10865,VIA A PEDERNALES S/N MARGEN IZQUIERDO,,10865,""MANTA, CABECERA CANTONAL""";
"10866,KM 1 EL CARMEN Y PEDERNALES,,10866,""MANTA, CABECERA CANTONAL""";
"10867,CALLE LOPEZ CASTILLO Y AV. ELOY ALFARO,,10867,""MANTA, CABECERA CANTONAL""";
"10868,VÍA COJIMÍES KM. 17,,10868,""MANTA, CABECERA CANTONAL""";
"10869,VIA PEDERNALES - COJIMIES KM 29 S/N,,10869,""MANTA, CABECERA CANTONAL""";
"10870,AV. PRINCIPAL SN SN,,10870,""MANTA, CABECERA CANTONAL""";
"10871,MALECON S/N PLAZA ACOSTA,,10871,""MANTA, CABECERA CANTONAL""";
"10872,K S/N C-LOTIZACION TORREMOLINO,A UNA CUADRA DE LA ESCUELA DE PESCA,10872,""MANTA, CABECERA CANTONAL""";
"10873,PLAZA ACOSTA Y MANABI,,10873,""MANTA, CABECERA CANTONAL""";
"10874,AV 15 DE ABRIL 15 VENEZUELA,,10874,""MANTA, CABECERA CANTONAL""";
"10875,QUITO S/N CORDOVA,,10875,""MANTA, CABECERA CANTONAL""";
"10876,""CDLA. LOS TAMARINDOS 1ERA ETAPA, AV. BOLIVARIANA"",,10876,""MANTA, CABECERA CANTONAL""";
"10877,OLMEDO 420 Y 10 DE AGOSTO,,10877,""MANTA, CABECERA CANTONAL""";
"10878,MALECÓN Y LOS PALMARES,,10878,""MANTA, CABECERA CANTONAL""";
"10879,MALECON Y CALLE 47,,10879,""MANTA, CABECERA CANTONAL""";
"10880,FRANCISCO PACHECO S/N CORDOVA,,10880,""MANTA, CABECERA CANTONAL""";
"10881,""CALLE PRINCIPAL, SALIDA A PORTOVIEJO"",,10881,""MANTA, CABECERA CANTONAL""";
"10882,Libertad s/n entre Chile y Ricaurte,,10882,""MANTA, CABECERA CANTONAL""";
"10883,PAULO EMILIO MACIAS Y CANAL EL LIMON,,10883,""MANTA, CABECERA CANTONAL""";
"10884,PEDRO GUAL ENTRE OLMEDO Y 9 DE OCTUBRE,,10884,""MANTA, CABECERA CANTONAL""";
"10885,Centro Comercial Shopping,,10885,""MANTA, CABECERA CANTONAL""";
"10886,CALLE PEDRO GUAL Y 1° DE ENERO,,10886,""MANTA, CABECERA CANTONAL""";
"10887,AVENIDA UNIVERSITARIA S/N CALLE NUEVA,,10887,""MANTA, CABECERA CANTONAL""";
"10888,""PASEO SHOPPING, PLANTA ALTA"",,10888,""MANTA, CABECERA CANTONAL""";
"10889,""PASEO SHOPPING, PATIO DE COMIDAS"", DIAGONAL AL RESTAURANTE CAMINITO. ,10889,""MANTA, CABECERA CANTONAL""";
"10890,C.C. PASEO SHOPPING PORTOVIEJO LOCAL # C9,,10890,""MANTA, CABECERA CANTONAL""";
"10891,JORGE WASHINTON S/N  C. COMERCIAL PASEO SHOPHIN,,10891,""MANTA, CABECERA CANTONAL""";
"10892,av. Jorge Washington  N/S av Portoviejo - Manta,,10892,""MANTA, CABECERA CANTONAL""";
10893,AV.JORGE WASHINGTON S/N C.C.PASEO SHOPPING,ATRAS DE LA MOLINERA,10893,TARQUI;
"10894,AV. DEL PERIODISTA Y 5 DE JUNIO, A UNA CUADRA DE LA UNIDAD EDUCATIVA LEONIE AVIAT ,10894,""MANTA, CABECERA CANTONAL""";
10895,MALECON S/N Y CALLE PORTOVIEJO, FRENTE A LA CANCHA LOS TRES REYES ,10895,LOS ESTEROS;
"10896,""AV. MANABI Y CALLEJON ROBLES, VILLA PLAZA"",,10896,""MANTA, CABECERA CANTONAL""";
"10897,OLMEDO JURADO ENTRE BOLÍVAR ÁVILA Y MANUEL PALOMEQUE,,10897,""MANTA, CABECERA CANTONAL""";
"10898,MALECON Y 24 DE JUNIO.,,10898,""MANTA, CABECERA CANTONAL""";
"10899,KM1 1/2 VIA A CRUCITA FRENTE A POLICIA,"" Avenida Flavio Reyes entre calles 31 y 32, esquina. Diagonal a Farmacia Santa Martha. "",10899,""MANTA, CABECERA CANTONAL""";
"10900,CALLE QUITO  S/N AV. MANABI,,10900,""MANTA, CABECERA CANTONAL""";
"10901,""CALLE 4 DE SEPTIEMBRE, SITIO LA MOCORA, A 800 METROS VIA PORTOVIEJO SANTA ANA"",,10901,""MANTA, CABECERA CANTONAL""";
10902,AV. REALES TAMARINDOS S/N TENNIS CLUB, FRENTE AL RESTAURANTE CHIFA LAI DE LOS ESTEROS. ,10902,LOS ESTEROS;
"10903,CDLA. MUNICIPAL CARRETERA VIA A CRUCITA,,10903,""MANTA, CABECERA CANTONAL""";
"10904,SN SN 24 DE MAYO,,10904,""MANTA, CABECERA CANTONAL""";
"10905,KM. 3 1/2 VIA CRUCITA,,10905,""MANTA, CABECERA CANTONAL""";
"10906,MALECON y 24 DE JUNIO,"" PLAZA COMERCIAL LA QUADRA, JUNTO AL RESTAURANTE LA CATRINA. "",10906,""MANTA, CABECERA CANTONAL""";
"10907,24 DE JUNIO S/N MALECON, A UNA CUADRA DEL ALMACEN BOYACÁ ,10907,""MANTA, CABECERA CANTONAL""";
"10908,9 DE OCTUBRE Y MORALES,,10908,""MANTA, CABECERA CANTONAL""";
"10909,MALECON Y C/N,,10909,""MANTA, CABECERA CANTONAL""";
"10910,PEDRO GUAL Y FRANCISCO PACHECO,,10910,""MANTA, CABECERA CANTONAL""";
10911,MALECON Y CALLE BRASIL, A LADO DE LA FARMACIA SANTA MARTHA. ,10911,ELOY ALFARO;
"10912,VIA PORTOVIEJO-CRUCITA,,10912,""MANTA, CABECERA CANTONAL""";
"10913,AV.QUITO Y EL COLORADO,,10913,""MANTA, CABECERA CANTONAL""";
"10914,AV. URUGUAY Y PADRE SOLANO,,10914,""MANTA, CABECERA CANTONAL""";
"10915,10 DE AGOSTO Y GARCÍA MORENO,,10915,""MANTA, CABECERA CANTONAL""";
"10916,AVE. PAULO EMILIO SABANDO s/n Y TENNIS CLUB,,10916,""MANTA, CABECERA CANTONAL""";
"10917,AVENIDA MANABÍ S/N Y TENNIS CLUB S/N,,10917,""MANTA, CABECERA CANTONAL""";
"10918,PEDRO GUAL Y ROCAFUERTE,,10918,""MANTA, CABECERA CANTONAL""";
"10919,MANUEL MERO S/N CALLE MALECON,,10919,""MANTA, CABECERA CANTONAL""";
"10920,CALLE 72 S/N MALECON,,10920,""MANTA, CABECERA CANTONAL""";
"10921,AV. MANABI Y AMERICA,,10921,""MANTA, CABECERA CANTONAL""";
"10922,OLMEDO Y AMERICA,,10922,""MANTA, CABECERA CANTONAL""";
"10923,MALECON S/N ENTRE CALLES 13 Y 14,,10923,""MANTA, CABECERA CANTONAL""";
"10924,AV. REALES TAMARINDOS FRENTE AL JARDIN ENSUEÑOS,,10924,""MANTA, CABECERA CANTONAL""";
"10925,CALLE PABLO EMILIO MACÍAS Y AV. REALES TAMARINDOS,,10925,""MANTA, CABECERA CANTONAL""";
"10926,TEODORO WOLF S/N VENEZUELA,,10926,""MANTA, CABECERA CANTONAL""";
"10927,KM. 7 1/2 VIA SANTA ANA,,10927,""MANTA, CABECERA CANTONAL""";
"10928,MALECON Y CALLE PORTOVIEJO,"" Frente al Restaurante Marbella, o redondel del Paraiso. "",10928,LOS ESTEROS";
"10929,""OLMEDO Y QUITO, ESQUINA"", * Cerca del antiguo Banco de Pacifico del centro comercial Tarqui&nbsp  ,10929,TARQUI";
"10930,VIA QUEVEDO SITIO PINPIGUASI,,10930,""MANTA, CABECERA CANTONAL""";
"10931,SECTOR LAS GILCES,,10931,""MANTA, CABECERA CANTONAL""";
"10932,Avenida América s/n Avenida 5 de junio,,10932,""MANTA, CABECERA CANTONAL""";
"10933,PAULO EMILIO MACÍAS Y AV. MANABÍ,,10933,""MANTA, CABECERA CANTONAL""";
"10934,AV.MALECON S/N CALLE DEL DEPORTISTA,,10934,""MANTA, CABECERA CANTONAL""";
"10935,REALES TAMARINDOS CALLE VICTOR VÉLEZ,,10935,""MANTA, CABECERA CANTONAL""";
"10936,AV. DEL EJERCITO Y 6ª TRANSVERSAL,,10936,""MANTA, CABECERA CANTONAL""";
"10937,AV. EL EJERCITO Y CALLE ESPAÑA,,10937,""MANTA, CABECERA CANTONAL""";
"10938,27 DE JUNIO CDLA. SAN CRISTOBAL,,10938,""MANTA, CABECERA CANTONAL""";
"10939,CORDOVA Y RICAURTE,,10939,""MANTA, CABECERA CANTONAL""";
"10940,MALECON Y BAJADA DE LA IGLESIA,,10940,""MANTA, CABECERA CANTONAL""";
"10941,15 DE ABRIL S/N 29 DE JUNIO Y CRISTO DEL CONSU,,10941,""MANTA, CABECERA CANTONAL""";
"10942,OLMEDO Y 9 DE OCTUBRE,,10942,""MANTA, CABECERA CANTONAL""";
"10943,CALLE ROCAFUERTE Nº 831 Y PEDRO GUAL,,10943,""MANTA, CABECERA CANTONAL""";
"10944,AVENIDA MANABI SN ALAJUELA,,10944,""MANTA, CABECERA CANTONAL""";
"10945,CALLEJÓN ROBLES  Y AV. MANABI,,10945,""MANTA, CABECERA CANTONAL""";
"10946,avenida 15 de abril 012 venezuela,,10946,""MANTA, CABECERA CANTONAL""";
"10947,AV. UNIVERSITARIA Y CALLE LOS AMIGOS,,10947,""MANTA, CABECERA CANTONAL""";
"10948,AV.PABLO EMILIO MACIAS Y AV. MANABI,,10948,""MANTA, CABECERA CANTONAL""";
"10949,ALHAJJUELA QUEVEDO S/N ENTRADA POR LA VIVIENDA,,10949,""MANTA, CABECERA CANTONAL""";
"10950,KM. 1.5 VÍA PORTOVIEJO CRUCITA,,10950,""MANTA, CABECERA CANTONAL""";
"10951,AV. MANABI PIO MONTUFAR,,10951,""MANTA, CABECERA CANTONAL""";
"10952,ESPEJO S/N Y PEDRO GUAL,,10952,""MANTA, CABECERA CANTONAL""";
"10953,OLMEDO Y    QUITO,,10953,""MANTA, CABECERA CANTONAL""";
10954,AVENIDA MANABI Y AMERICA,,10954,SAN LORENZO;
"10955,AV. AMERICA Y RAMON FERNANDEZ,,10955,""MANTA, CABECERA CANTONAL""";
"10956,AV. MANABI Y PAULO EMILIO MACIAS,,10956,""MANTA, CABECERA CANTONAL""";
"10957,CHE GUEVARA Y AV. UNIVERSITARIA,,10957,""MANTA, CABECERA CANTONAL""";
"10958,TEODORO WOLF Y FAUSTO VELEZ,,10958,""MANTA, CABECERA CANTONAL""";
"10959,AV. REALES TAMARINDOS Y CALLE FRANCIA. FRENTE A FERRETERIA FABIAN,,10959,""MANTA, CABECERA CANTONAL""";
"10960,MALECON Y COSTA AZUL,,10960,""MANTA, CABECERA CANTONAL""";
"10961,""CALLE MANABI, MALECON DE CRUCITA"",,10961,""MANTA, CABECERA CANTONAL""";
10962,AV. MANABI Y QUITO, A UNA CUADRA DEL CENTRO DE EVENTOS VICMAR. ,10962,LOS ESTEROS;
"10963,""MALECON, SECTOR LAS PALMAS"",,10963,""MANTA, CABECERA CANTONAL""";
"10964,MALECON S/N 24 DE JUNIO ,,10964,""MANTA, CABECERA CANTONAL""";
"10965,""CIUDADELA  BRISAS DEL MAR, CALLE 67, SECTOR LOS ARENALES"",,10965,""MANTA, CABECERA CANTONAL""";
"10966,AV. MANABÍ Y TENNIS CLUB (PLAZA DEL SOL P.1),,10966,""MANTA, CABECERA CANTONAL""";
"10967,MALECON Y CALLE DE LA IGLESIA,,10967,""MANTA, CABECERA CANTONAL""";
"10968,""ATANACIO SANTOS, CIUDADELA LUZ AMERICA"",,10968,""MANTA, CABECERA CANTONAL""";
"10969,MALECON Y CALLE 20 ESQUINA,,10969,""MANTA, CABECERA CANTONAL""";
"10970,AV. 5 DE JUNIO Y AV. MANABI,,10970,""MANTA, CABECERA CANTONAL""";
"10971,10 DE AGOSTO Y MORALES ESQUINA,,10971,""MANTA, CABECERA CANTONAL""";
"10972,CÓRDOVA S/N Y 10 DE AGOSTO,,10972,""MANTA, CABECERA CANTONAL""";
"10973,AV MANABI Y CALLE NUEVA,,10973,""MANTA, CABECERA CANTONAL""";
"10974,AV.  AMERICA Y AV. REALES TAMARINDO,,10974,""MANTA, CABECERA CANTONAL""";
"10975,MALECON S/N CALLE 18 Y 19,,10975,""MANTA, CABECERA CANTONAL""";
"10976,CONSTANTINO MENDOZA S/N AVENIDA UNIVERSITARIA,,10976,""MANTA, CABECERA CANTONAL""";
"10977,AV. REALES TAMARINDOS SN SN,,10977,""MANTA, CABECERA CANTONAL""";
"10978,AV. MANABI ENTRE ALAJUELA Y QUITO,,10978,""MANTA, CABECERA CANTONAL""";
"10979,OLMEDO Y ALAJUELA,,10979,""MANTA, CABECERA CANTONAL""";
"10980,AV. AMERICA Y OLMEDO ESQUINA,,10980,""MANTA, CABECERA CANTONAL""";
"10981,CHILE Y RAMOS IDUARTE,,10981,""MANTA, CABECERA CANTONAL""";
"10982,25 de julio casa 26 amistad,A DOS CUADRAS DEL GIMNASIO COSTA AZUL,10982,""MANTA, CABECERA CANTONAL""";
"10983,AV. METROPOLITANA ENTRE ELOY ALFARO GASOLINERA CTM,,10983,""MANTA, CABECERA CANTONAL""";
"10984,CALLE NUEVA  S/N CARLOS AUGUSTO SOLORZANO,,10984,""MANTA, CABECERA CANTONAL""";
"10985,AVENIDA MANABI Y MANUEL PALOMEQUE,,10985,""MANTA, CABECERA CANTONAL""";
"10986,MALECON Y CALLE MANABI,"" REDONDEL DE MONUMENTO A LOS BOMBEROS,&nbsp A QUINIENTOS METROS DE KIA MOTORS "",10986,""MANTA, CABECERA CANTONAL""";
"10987,AV. 2 ENTRE CALLE 14 Y 15 FRENTE AL PARQUE,,10987,""MANTA, CABECERA CANTONAL""";
"10988,FELIPE SAUL MORALES Y 5 DE JUNIO,,10988,""MANTA, CABECERA CANTONAL""";
"10989,AV PAULO EMILIO MACIAS N/A A LADO COLEGIO PAULO EMILIO MACIAS,,10989,""MANTA, CABECERA CANTONAL""";
"10990,AV. 5 DE JUNIO Y CALLEJON SAUL GILER,,10990,""MANTA, CABECERA CANTONAL""";
"10991,AV. MANABÍ Y GRANDA CENTENO,,10991,""MANTA, CABECERA CANTONAL""";
"10992,RAMOS Y DUARTE Y CHILE,,10992,""MANTA, CABECERA CANTONAL""";
"10993,VIA AL RODEO- ROCAFUERTE CALLE PRINCIPAL,,10993,""MANTA, CABECERA CANTONAL""";
"10994,LOS ALAMOS Y REALES TAMARINDOS,,10994,""MANTA, CABECERA CANTONAL""";
"10995,MORALES   602  Y SUCRE ESQUINA,,10995,""MANTA, CABECERA CANTONAL""";
"10996,VIA A LAS CANTERAS S/N 24 DE MAYO,,10996,""MANTA, CABECERA CANTONAL""";
"10997,MALECON S/N Y PORTOVIEJO,,10997,""MANTA, CABECERA CANTONAL""";
"10998,ATANASIO SANTOS Y REALES TAMARINDOS,,10998,""MANTA, CABECERA CANTONAL""";
"10999,ELOY ALFARO S/N CALLES S/N,,10999,""MANTA, CABECERA CANTONAL""";
"11000,MORALES Y PEDRO GUAL,,11000,""MANTA, CABECERA CANTONAL""";
"11001,MORALES  1001 PEDRO GUAL Y 10 DE AGOSTO, DIAGONAL A MARTINICA. ,11001,""MANTA, CABECERA CANTONAL""";
"11002,ESPEJO  PEDRO GUAL Y 10 DE AGOSTO,,11002,""MANTA, CABECERA CANTONAL""";
"11003,15 DE ABRIL Y TULIPANES,,11003,""MANTA, CABECERA CANTONAL""";
"11004,CALLE 26 SEPTIEMBRE Y BENJAMIN CARRION,,11004,""MANTA, CABECERA CANTONAL""";
"11005,OLMEDO Y SUCRE,,11005,""MANTA, CABECERA CANTONAL""";
"11006,AV. MANABI Y TUBURCIO MACÍAS,,11006,""MANTA, CABECERA CANTONAL""";
"11007,CALLE PAULO EMILO MACIAS ENTRE AVENIDA MANBI Y REALES TAMARINDO,,11007,""MANTA, CABECERA CANTONAL""";
"11008,AV. MANABI Y RAMOS IDUARTE,,11008,""MANTA, CABECERA CANTONAL""";
"11009,""FRENTE A LA FABRICA DE HIELO KOREA, ENTRADA A LA BOCA "",,11009,""MANTA, CABECERA CANTONAL""";
"11010,PEDRO CEVALLOS Y AV. MANABI,,11010,""MANTA, CABECERA CANTONAL""";
"11011,ESPEJO Y PEDRO GUAL /HOTEL CEIBO DORADO,,11011,""MANTA, CABECERA CANTONAL""";
"11012,AV. 5 DE JUNIO Y CALLEJÓN ROBLES,,11012,""MANTA, CABECERA CANTONAL""";
"11013,CALLE ROTARIA Y REALES TAMARINDOS A 200 MTS DEL PASO LATERAL,,11013,""MANTA, CABECERA CANTONAL""";
"11014,""CDLA. BOSQUES, MZ A1, VILLA Nº 10"",,11014,""MANTA, CABECERA CANTONAL""";
"11015,KM. 24 VIA PORTOVIEJO - SECTOR LA SEQUITA - CRUCITA,,11015,""MANTA, CABECERA CANTONAL""";
"11016,AV. PERIODISTA Y AV. 5 DE JUNIO,,11016,""MANTA, CABECERA CANTONAL""";
"11017,AV REALES TAMARINDOS S/N DIAGONAL AL CENTRO COMERCIAL PLAZA VICTORIA,,11017,""MANTA, CABECERA CANTONAL""";
"11018,AV. AMERICA ENTRE TENNIS CLUB Y REALES TAMARINDOS ,,11018,""MANTA, CABECERA CANTONAL""";
"11019,AV REALES TAMARINDOS Y 1 DE MAYO,,11019,""MANTA, CABECERA CANTONAL""";
"11020,MALECON S/N CALLE 62,,11020,""MANTA, CABECERA CANTONAL""";
"11021,SALVADOR ALLENDE ENTRE CORDOVA Y SUCRE,,11021,""MANTA, CABECERA CANTONAL""";
"11022,NOVENA TRANSVERSAL S/N CALLE CHONE Y AV. OLIMPICA,,11022,""MANTA, CABECERA CANTONAL""";
11023,VIA SANTA ANA KM 61/2 PARROQUIA COLON,,11023,SANTA MARIANITA (BOCA DE PACOCHE);
"11024,18 DE OCTUBRE ENTRE BOLIVAR Y CHILE,,11024,""MANTA, CABECERA CANTONAL""";
"11025,CALLE QUITO Y AV. MANABÍ,,11025,""MANTA, CABECERA CANTONAL""";
"11026,PAULO EMILIO MACIAS Y PEDRO ZAMBRANO,,11026,""MANTA, CABECERA CANTONAL""";
"11027,Autopista Manabí Guillén s/n Reales Tamarindos,,11027,""MANTA, CABECERA CANTONAL""";
"11028,AV.REALES TAMARINDOS Y VICTOR VELEZ,,11028,""MANTA, CABECERA CANTONAL""";
"11029,KM. 1 1/2 VIA SANTA ANA,,11029,""MANTA, CABECERA CANTONAL""";
"11030,AV. LOS AMIGOS s/n  Y REALES TAMARINDO ,,11030,""MANTA, CABECERA CANTONAL""";
"11031,AV. EL PERIODISTA INTERSECCION AV. MANABI Y 5 DE JUNIO,,11031,""MANTA, CABECERA CANTONAL""";
"11032,""MALECON, SECTOR LAS VEGAS"",,11032,""MANTA, CABECERA CANTONAL""";
"11033,AVENIDA MANABI s/n AVENIDA 5 DE JUNIO,,11033,""MANTA, CABECERA CANTONAL""";
11034,SUCRE S/N SALVADOR ALLENDE, SECTOR EL PALMAR CIUDADELA LOS CACTUS ,11034,LOS ESTEROS;
"11035,AV. OLIMPICA CDLA CALIFORNIA # 1,,11035,""MANTA, CABECERA CANTONAL""";
"11036,AV. AMERICA ENTRE GARCÍA MORENO Y 5 DE JUNIO,,11036,""MANTA, CABECERA CANTONAL""";
"11037,CALLE ESPAÑA Y SEGUNDA TRANSVERSAL, A los cuadras del Distrito de Educacion Manta ,11037,""MANTA, CABECERA CANTONAL""";
"11038,AV. REALES TAMARINDOS Y AV. AMERICA,,11038,""MANTA, CABECERA CANTONAL""";
"11039,CALLE BOLIVAR Y MEJIA,,11039,""MANTA, CABECERA CANTONAL""";
"11040,AV. MANABI Y TIBURCIO MACIAS A LOS LADOS RESTAURANTE SPORT WINGS,,11040,""MANTA, CABECERA CANTONAL""";
"11041,AV. EL EJERCITO S/N 5TA TRANSVERSAL,,11041,""MANTA, CABECERA CANTONAL""";
"11042,AUTOPISTA MANABI GUILLEM ENTRE REALES TAMARINDOS Y CALLE FERROVIARIA,,11042,""MANTA, CABECERA CANTONAL""";
"11043,CALLE JORGE WSASHINTON Y AV. COMERCIO,,11043,""MANTA, CABECERA CANTONAL""";
"11044,AV EL EJERCITO S/N AUTOPISTA DEL VALLE, &nbsp El establecimiento esta ubicado una cuadra antes de llegar al mercado central eso si se esta bajando la calle 12 y al frente del hotel tenemos un taller que arreglan bicicleta y tambien esta la Asociacion de interprofecional de artesanos de manta ,11044,""MANTA, CABECERA CANTONAL""";
"11045,CALLE 5 DE JUNIO N° 12 Y FELIPE CAIDEDO,,11045,""MANTA, CABECERA CANTONAL""";
"11046,MALECÓN Y 24 DE JUNIO,,11046,""MANTA, CABECERA CANTONAL""";
"11047,AV. 5 DE JUNIO DIAGONAL AL CONCORDE,,11047,""MANTA, CABECERA CANTONAL""";
"11048,AV. METROPOLITANA KM 4,,11048,""MANTA, CABECERA CANTONAL""";
"11049,KM. 1 VIA SANTA ANA,,11049,""MANTA, CABECERA CANTONAL""";
"11050,CDLA.MUNICIPAL 1 AUTOPISTA MANABI GUILLEM Y PEDRO ZAMBRANO,,11050,""MANTA, CABECERA CANTONAL""";
"11051,AV. EL PERIODISTA ENTRE 5 DE JUNIO Y AV MANABI,,11051,""MANTA, CABECERA CANTONAL""";
"11052,AV. REALES TAMARINDOS PLAZA REAL, Frente al Mall del Pacifico ,11052,""MANTA, CABECERA CANTONAL""";
"11053,PEDRO GUAL   Y ESPEJO,,11053,""MANTA, CABECERA CANTONAL""";
"11054,AV. 5 DE JUNIO S/N S/N,,11054,""MANTA, CABECERA CANTONAL""";
"11055,CHILE Y PEDRO GUAL,,11055,""MANTA, CABECERA CANTONAL""";
"11056,KM 21/2 VIA A MANTA,,11056,""MANTA, CABECERA CANTONAL""";
"11057,AV.MANABI S/N FRENTE AL HOSPITAL IESS,DIAGONAL AL HOTEL PLAYA MURCIELAGO,11057,""MANTA, CABECERA CANTONAL""";
"11058,AV. METROPOLITANA ELOY ALFARO (EDS JENMER I) KM. 3 1/2 PORTOVIEJO-MANTA,,11058,""MANTA, CABECERA CANTONAL""";
"11059,CALLE ATANACIO SANTOS S/N Y REALES TAMARINDOS,FRENTE AL TALLER RADIO ALARCON,11059,""MANTA, CABECERA CANTONAL""";
"11060,AV. JOSÉ MARÍA URBINA Y ATANACIO SANTOS,,11060,""MANTA, CABECERA CANTONAL""";
"11061,CALLE CORDOVA ENTRE RICAURTE Y CHILE,,11061,""MANTA, CABECERA CANTONAL""";
"11062,LOS ARENALES FRENTE MALECON,FRENTE A LAS OFICINAS DE LA COMPAÑIA ESCOAL,11062,""MANTA, CABECERA CANTONAL""";
"11063,KM 4 1/2 VIA A MANTA SECTOR LOMA DEL VIENTO,,11063,""MANTA, CABECERA CANTONAL""";
"11064,KM 6 S/N VÍA A SANTA ANA,,11064,""MANTA, CABECERA CANTONAL""";
"11065,TENNIS CLUB ENTRE 5 DE JUNIO Y AVENIDA MANABI,,11065,""MANTA, CABECERA CANTONAL""";
"11066,AV. MANABI S/N 5 DE JUNIO,,11066,""MANTA, CABECERA CANTONAL""";
"11067,AV 5 DE JUNIO Y AUTOPISTA MANABÍ GUILLEN,,11067,""MANTA, CABECERA CANTONAL""";
"11068,CALLE JORGE WASHINGTON Y KENNEDY CIUDADELA CALIFORNIA,,11068,""MANTA, CABECERA CANTONAL""";
"11069,CHILE ENTRE PEDRO GUAL Y 10 DE AGOSTO,,11069,""MANTA, CABECERA CANTONAL""";
"11070,AV. REALES TAMARINDOS S/N. A LADO DEL COLEGIO CRUZ DEL NORTE, A una cuadra del malecon escenico. ,11070,""MANTA, CABECERA CANTONAL""";
11071,PROLONGACIÓN AV. MANABI. PLAZA P.,FRENTE AL MAR,11071,SANTA MARIANITA (BOCA DE PACOCHE);
"11072,AV. MANABI ENTRE CICERON ROBLES Y PAULO EMILIO MACIAS,,11072,""MANTA, CABECERA CANTONAL""";
"11073,MALECÓN Y CALLE JUAN BENIGNO VELA,,11073,""MANTA, CABECERA CANTONAL""";
"11074,ATANACIO SANTOS S/N 25 DE DICIEMBRE, Cerca del mercado&nbsp  central a dos cuadras de plastilopez ,11074,""MANTA, CABECERA CANTONAL""";
"11075,VIA CRUCITA KM 31/2,AL LADO DE CONFECCIONES VICTORIA,11075,""MANTA, CABECERA CANTONAL""";
